# Simulated light curve
# model: OneBendPowerLaw
# input parameters: A,alpha_1,f_1,alpha_2
# [ 1.         -0.4593966   0.15605791 -3.02679189]
# Fvar:0.889744514279849
# FoM:47.14816724953128
# seed: 819692
# seed_gaps: 599353
# Time	Value	Error
5.420000000000000000e+02 6.774083921351071069e+00 3.289933414106395448e-02
5.435000000000000000e+02 3.433438455365954489e+00 3.338440448411073014e-02
5.437500000000000000e+02 3.366137034498084546e+00 5.396693508313085003e-02
5.460000000000000000e+02 1.002660586682703414e+00 3.621490427271711887e-02
5.495000000000000000e+02 9.809747130612017640e-01 2.495676684456439240e-02
5.500000000000000000e+02 1.023287949071815195e+00 1.831046172249979967e-02
5.502500000000000000e+02 9.841243092634934797e-01 1.632888863922770870e-02
5.505000000000000000e+02 1.068303594863413863e+00 2.233088988478336770e-02
5.515000000000000000e+02 2.331168246532922872e+00 4.780519105613995762e-02
5.522500000000000000e+02 3.289499194249214664e+00 1.945271244476940234e-02
5.525000000000000000e+02 2.304146968612744040e+00 4.960785723247718160e-02
5.527500000000000000e+02 1.624453504100344947e+00 1.597864955328769446e-02
5.552500000000000000e+02 8.934791025960777677e-01 1.025457578299683419e-02
5.565000000000000000e+02 5.734100169063557351e-01 2.310771130507456583e-02
5.582500000000000000e+02 4.178774737199731248e+00 2.164736416895217397e-02
5.595000000000000000e+02 2.508877754081741518e+00 4.587161728773870434e-02
5.605000000000000000e+02 2.912053988686963191e+00 3.941164087292522988e-02
5.615000000000000000e+02 4.495111190186828587e+00 3.612893963673505238e-02
5.620000000000000000e+02 6.614311081222795430e+00 7.300898455408935672e-02
5.635000000000000000e+02 2.389059977335253659e+00 3.442131559314244582e-02
5.647500000000000000e+02 1.563021033586620812e+00 1.715404606885172212e-02
5.652500000000000000e+02 1.129229738036622299e+00 2.119837570251976999e-02
5.685000000000000000e+02 9.863726784113148183e-01 2.166382517124012391e-02
5.690000000000000000e+02 9.786274730413543343e-01 3.130549673091100743e-02
5.725000000000000000e+02 6.335143638645918118e-01 1.738330232762750130e-02
5.735000000000000000e+02 7.937018957471915215e-01 2.797044116800118455e-02
5.740000000000000000e+02 1.614374787183902704e+00 2.596626687318748933e-02
5.752500000000000000e+02 9.216327170072710073e-01 1.243409396858023187e-02
5.757500000000000000e+02 1.463481624808295800e+00 2.670920674448019200e-02
5.765000000000000000e+02 1.533936955770462296e+00 3.406278923946394477e-02
5.772500000000000000e+02 1.201412368226917549e+00 1.702605046162056907e-02
5.782500000000000000e+02 1.465073229931328491e+00 2.401247655782233481e-02
5.805000000000000000e+02 2.678157280147718478e+00 3.897918867120815645e-02
5.822500000000000000e+02 2.485705421195059994e+00 3.385180168030317571e-02
5.825000000000000000e+02 3.937273858685975902e+00 3.774693201895093497e-02
5.830000000000000000e+02 5.635169420190569767e+00 3.890118559549874538e-02
5.832500000000000000e+02 5.811913217602839410e+00 4.697724406611306774e-02
5.835000000000000000e+02 4.659423019446545133e+00 5.705531563626296127e-02
5.847500000000000000e+02 3.133430571330761971e+00 2.228155334865331710e-02
5.862500000000000000e+02 5.149039848815737397e-01 1.414667573660869856e-02
5.865000000000000000e+02 4.356088934010094449e-01 1.272308869791984910e-02
5.870000000000000000e+02 5.749325371884513869e-01 8.034458528019523468e-03
5.875000000000000000e+02 8.060714976854993497e-01 1.530119971780822576e-02
5.877500000000000000e+02 8.120915367837004961e-01 2.220113024237536578e-02
5.892500000000000000e+02 6.799265069245345572e+00 3.640190617582621246e-02
5.895000000000000000e+02 6.257666223146472362e+00 3.684709436728124399e-02
5.897500000000000000e+02 4.340321278115376380e+00 3.869569539228353422e-02
5.950000000000000000e+02 4.908711289211729611e-01 9.466532986211384851e-03
5.955000000000000000e+02 6.052153935681350294e-01 1.466298400470977467e-02
5.960000000000000000e+02 7.218281661630862045e-01 1.039040648610309141e-02
5.975000000000000000e+02 2.688988069424737670e+00 3.832790846291657394e-02
6.002500000000000000e+02 1.323458603602875705e+00 2.686136166855042015e-02
6.007500000000000000e+02 8.144921511318101714e-01 1.221764386012594295e-02
6.045000000000000000e+02 1.523468532825774879e+00 3.190453231572846354e-02
6.050000000000000000e+02 1.600100354568876337e+00 1.826735039792496545e-02
6.087500000000000000e+02 1.094159301667183337e+00 3.251466688506305519e-02
6.115000000000000000e+02 1.199589314913195315e+00 3.723269475462456790e-02
6.122500000000000000e+02 8.025278806940706611e-01 1.609487136374723043e-02
6.130000000000000000e+02 9.120414304464632416e-01 1.442645766640896117e-02
6.132500000000000000e+02 8.570345229891549454e-01 3.004721328924592899e-02
6.137500000000000000e+02 9.497979076815663557e-01 1.728062451029312163e-02
6.150000000000000000e+02 2.280096812529235073e-01 7.583707693291882532e-03
6.160000000000000000e+02 2.006313898825392017e-01 5.486587179088208040e-03
6.165000000000000000e+02 2.905043186329555049e-01 9.130948716594509268e-03
6.170000000000000000e+02 2.336174246477969452e-01 7.681180449146656625e-03
6.180000000000000000e+02 4.411024339762880109e-01 9.814128086378942281e-03
6.247500000000000000e+02 1.863644712892470245e+00 1.562658440202930807e-02
6.260000000000000000e+02 2.756852241849505614e+00 4.604828288027511263e-02
6.285000000000000000e+02 3.736766492182188149e+00 4.080049009083186462e-02
6.312500000000000000e+02 8.619845665633534271e-01 2.366874526103928192e-02
6.365000000000000000e+02 1.283435065511015605e+00 2.418543124076665690e-02
6.380000000000000000e+02 1.213436784128166135e+00 1.495273737208647688e-02
6.385000000000000000e+02 1.381169519290912806e+00 1.599523981476947895e-02
6.402500000000000000e+02 1.606752000982598627e+00 4.893240842851272199e-02
6.405000000000000000e+02 1.355864505855314706e+00 1.728514144410897568e-02
6.432500000000000000e+02 1.005968800387541551e+00 2.293727163649695797e-02
6.435000000000000000e+02 1.085518374765365834e+00 1.205901375691634074e-02
6.445000000000000000e+02 8.579570109184385673e-01 3.118809739569019732e-02
6.470000000000000000e+02 1.932444340242433389e+00 2.070991934422280675e-02
6.477500000000000000e+02 4.598765232799350677e+00 3.059720341456256820e-02
6.480000000000000000e+02 4.532505996027782480e+00 2.809869828371267322e-02
6.497500000000000000e+02 5.836235130740642596e+00 6.169168371691900743e-02
6.517500000000000000e+02 2.186124658640581142e+00 3.308049005202616522e-02
6.520000000000000000e+02 2.379453032778523269e+00 3.564993756050495455e-02
6.522500000000000000e+02 2.336302875630442255e+00 3.256311229390178308e-02
6.535000000000000000e+02 1.275911287393953764e+00 1.884415882542100906e-02
6.542500000000000000e+02 1.225637825752276644e+00 3.090538429206305879e-02
6.547500000000000000e+02 1.162179129639732800e+00 1.585105461575446462e-02
6.562500000000000000e+02 2.731690658503758584e+00 1.938271426477712958e-02
6.565000000000000000e+02 3.759533854416904131e+00 3.276159775816929465e-02
6.582500000000000000e+02 2.961583832826244045e+00 3.026829656940396504e-02
6.607500000000000000e+02 6.473190472320815125e+00 6.431513641171165974e-02
6.617500000000000000e+02 4.043294693363431058e+00 4.108688889593863081e-02
6.665000000000000000e+02 7.240241214127607350e-01 1.241651973017205042e-02
6.705000000000000000e+02 8.050700846142715417e-01 1.024766537081907986e-02
6.710000000000000000e+02 9.748123708851100799e-01 2.094846184573980266e-02
6.712500000000000000e+02 9.187890388711293932e-01 2.867744189455237111e-02
6.740000000000000000e+02 1.389456757463888525e+00 1.343949549278643935e-02
6.750000000000000000e+02 1.986688766862295008e+00 3.449938452054215204e-02
6.800000000000000000e+02 2.608402761659955438e+00 3.156358066349693875e-02
6.820000000000000000e+02 1.049639923935813846e+00 2.493420961374034905e-02
6.862500000000000000e+02 1.105401007163641980e+00 2.438761345199176242e-02
6.877500000000000000e+02 8.519358920730060181e-01 1.254356235772690308e-02
6.902500000000000000e+02 1.066903443635359716e+00 1.738453876171554627e-02
6.922500000000000000e+02 5.768208648720933862e-01 1.523429557084335362e-02
6.930000000000000000e+02 6.754846811489433334e-01 2.575821325795354597e-02
6.962500000000000000e+02 1.103552168622101481e+00 2.269284963678061540e-02
7.055000000000000000e+02 1.627448477138843330e+00 4.236973195575000767e-02
7.092500000000000000e+02 1.908935040950575202e+00 4.272345625253892720e-02
7.105000000000000000e+02 1.599372351074952237e+00 3.273941712881342503e-02
7.122500000000000000e+02 1.500392377672559618e+00 3.406565802436137963e-02
7.147500000000000000e+02 1.669319832884147647e+00 1.936229141784303123e-02
7.162500000000000000e+02 7.933329110750323432e-01 2.112815191397604195e-02
7.195000000000000000e+02 5.823029695403288963e-01 1.502107777232356001e-02
7.210000000000000000e+02 6.509171652124983165e-01 8.836922723650617387e-03
7.215000000000000000e+02 6.740846069841497368e-01 2.831531972281148973e-02
7.217500000000000000e+02 8.666052296931738841e-01 2.276592629524591335e-02
7.220000000000000000e+02 1.002306374429572822e+00 1.155335871189282736e-02
7.232500000000000000e+02 1.689949830075472281e+00 2.993824363206883804e-02
7.237500000000000000e+02 1.417248602217036524e+00 3.236722035637665945e-02
7.247500000000000000e+02 1.214985829288502073e+00 3.279125514557073434e-02
7.250000000000000000e+02 1.115407827493769766e+00 1.198069819240801803e-02
7.257500000000000000e+02 1.308492022433775492e+00 1.709430070105127583e-02
